filename, language, Markdown, JSON, Ignore, C#, XML, JavaScript, HTML, TypeScript, CSS, Properties, Log, comment, blank, total
job-seeker.api\Migrations\20190514142138_Add Inactive option 4 in job table.Designer.cs, C#, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 1, 56, 155
job-seeker.api\Migrations\20190514142138_Add Inactive option 4 in job table.cs, C#, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
job-seeker.api\Migrations\20190516044717_addingEmployeeTable.Designer.cs, C#, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 1, 65, 178
job-seeker.api\Migrations\20190516044717_addingEmployeeTable.cs, C#, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
job-seeker.api\Migrations\20190516060828_changesInEMployee.Designer.cs, C#, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 1, 65, 178
job-seeker.api\Migrations\20190516060828_changesInEMployee.cs, C#, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
job-seeker.api\Migrations\20190516063404_addPasswordHashIn.Designer.cs, C#, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 1, 67, 182
job-seeker.api\Migrations\20190516063404_addPasswordHashIn.cs, C#, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
job-seeker.api\Migrations\20190516063818_changesInEmployee2.Designer.cs, C#, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 1, 65, 178
job-seeker.api\Migrations\20190516063818_changesInEmployee2.cs, C#, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
job-seeker.api\Migrations\20190517051338_addingDateInJObseeker.Designer.cs, C#, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 1, 66, 180
job-seeker.api\Migrations\20190517051338_addingDateInJObseeker.cs, C#, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
job-seeker.api\Migrations\20190518180048_addingDateCreatedInEmployee.Designer.cs, C#, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 1, 67, 182
job-seeker.api\Migrations\20190518180048_addingDateCreatedInEmployee.cs, C#, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
job-seeker.api\Migrations\20190519130748_changingTables.Designer.cs, C#, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 1, 77, 207
job-seeker.api\Migrations\20190519130748_changingTables.cs, C#, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 9, 64
job-seeker.api\Migrations\DataContextModelSnapshot.cs, C#, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 1, 77, 205
job-seeker.api\Models\Admin.cs, C#, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
job-seeker.api\Models\Curriculam_Vitae.cs, C#, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
job-seeker.api\Models\Employee.cs, C#, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
job-seeker.api\Models\EmployeeReport.cs, C#, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
job-seeker.api\Models\Job.cs, C#, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
job-seeker.api\Models\JobReport.cs, C#, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
job-seeker.api\Models\JobSeeker.cs, C#, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
job-seeker.api\Models\JobSeekerReport.cs, C#, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
job-seeker.api\Models\Photo.cs, C#, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
job-seeker.api\Models\User.cs, C#, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
job-seeker.api\Program.cs, C#, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 4, 4, 51
job-seeker.api\Properties\launchSettings.json, JSON, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
job-seeker.api\Startup.cs, C#, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 8, 23, 118
job-seeker.api\appsettings.Development.json, JSON, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
job-seeker.api\appsettings.json, JSON, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28
job-seeker.api\bin\Debug\netcoreapp2.2\job-seekerapp.deps.json, JSON, 0, 5400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5400
job-seeker.api\bin\Debug\netcoreapp2.2\job-seekerapp.runtimeconfig.dev.json, JSON, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
job-seeker.api\bin\Debug\netcoreapp2.2\job-seekerapp.runtimeconfig.json, JSON, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
job-seeker.api\job-seekerapp.csproj, XML, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18
job-seeker.api\obj\Debug\netcoreapp2.2\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs, C#, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
job-seeker.api\obj\Debug\netcoreapp2.2\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs, C#, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
job-seeker.api\obj\Debug\netcoreapp2.2\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs, C#, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
job-seeker.api\obj\Debug\netcoreapp2.2\job-seekerapp.AssemblyInfo.cs, C#, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
job-seeker.api\obj\Debug\netcoreapp2.2\job-seekerapp.RazorAssemblyInfo.cs, C#, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 10, 5, 21
job-seeker.api\obj\Debug\netcoreapp2.2\project.razor.json, JSON, 0, 2761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2761
job-seeker.api\obj\job-seekerapp.csproj.EntityFrameworkCore.targets, XML, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
job-seeker.api\obj\job-seekerapp.csproj.nuget.g.props, XML, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 30
job-seeker.api\obj\job-seekerapp.csproj.nuget.g.targets, XML, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 18
job-seeker.api\obj\project.assets.json, JSON, 0, 17441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17441
job-seeker.test\Test.cs, C#, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 4, 7, 35
job-seeker.test\bin\Debug\netcoreapp2.2\job-seeker.test.deps.json, JSON, 0, 4709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4709
job-seeker.test\bin\Debug\netcoreapp2.2\job-seeker.test.runtimeconfig.dev.json, JSON, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
job-seeker.test\bin\Debug\netcoreapp2.2\job-seeker.test.runtimeconfig.json, JSON, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
job-seeker.test\job-seeker.test.csproj, XML, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
job-seeker.test\obj\Debug\netcoreapp2.2\job-seeker.test.AssemblyInfo.cs, C#, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 10, 5, 24
job-seeker.test\obj\Debug\netcoreapp2.2\job-seeker.test.Program.cs, C#, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
job-seeker.test\obj\job-seeker.test.csproj.nuget.g.props, XML, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 35
job-seeker.test\obj\job-seeker.test.csproj.nuget.g.targets, XML, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 21
job-seeker.test\obj\project.assets.json, JSON, 0, 15488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15488
Total, -, 15, 57909, 26, 3815, 163, 52, 1929, 2383, 148, 10, 36437, 595, 2912, 106394
